objectid,borough,tree_name,age_group,height_m
430288,Westminster,Other,Mature (31-80),10
430358,Tower Hamlets,Lime,Mature (31-80),10
430401,Lambeth,Plane,Mature (31-80),10
430433,Lambeth,Lime,Mature (31-80),10
430586,Haringey,Horse chestnut,Mature (31-80),10
430610,Lambeth,Horse chestnut,Mature (31-80),10
430711,Tower Hamlets,Lime,Mature (31-80),10
430756,Hounslow,Horse chestnut,Mature (31-80),10
430768,Wandsworth,Lime,Mature (31-80),10
430770,Wandsworth,Plane,Mature (31-80),10
430777,Wandsworth,Plane,Mature (31-80),10
430813,Barnet,Birch,Mature (31-80),10
430865,Wandsworth,Maple,Mature (31-80),10
430882,Barnet,Cherry,Mature (31-80),10
430913,Barnet,Maple,Mature (31-80),10
430916,Barnet,Ash,Mature (31-80),10
430917,Barnet,Ash,Mature (31-80),10
430985,Hounslow,Horse chestnut,Mature (31-80),10
431110,Kensington and Chelsea,Cherry,Mature (31-80),10
431139,Wandsworth,Lime,Mature (31-80),10
431171,Wandsworth,Lime,Mature (31-80),10
431172,Wandsworth,Sycamore,Mature (31-80),10
431351,Bromley,Hornbeam,Mature (31-80),10
431370,Southwark,Ash,Mature (31-80),10
431402,Southwark,Plane,Mature (31-80),10
431442,Hackney,Lime,Mature (31-80),10
431468,Tower Hamlets,Maple,Mature (31-80),10
431598,Southwark,Hornbeam,Mature (31-80),10
431687,Hillingdon,Maple,Mature (31-80),10
431731,Hounslow,Horse chestnut,Mature (31-80),10
431757,Kensington and Chelsea,Other,Mature (31-80),10
431908,Havering,Lime,Mature (31-80),10
431937,Richmond,Plane,Mature (31-80),10
432024,Hounslow,Birch,Mature (31-80),10
432025,Hounslow,Birch,Mature (31-80),10
432026,Hounslow,Birch,Mature (31-80),10
432083,Hounslow,Cherry,Mature (31-80),10
432160,Hounslow,Cherry,Mature (31-80),10
432256,Hillingdon,Willow,Mature (31-80),10
432371,Bromley,Sycamore,Mature (31-80),10
432489,Hackney,Black locust,Mature (31-80),10
432490,Hackney,Black locust,Mature (31-80),10
432555,Camden,Black locust,Mature (31-80),10
432604,Barnet,Maple,Mature (31-80),10
432639,Hackney,Plane,Mature (31-80),10
432683,Hounslow,Lime,Mature (31-80),10
432723,Hounslow,Cherry,Mature (31-80),10
432840,Hillingdon,Maple,Mature (31-80),10
592765,City,Other,Mature (31-80),10
592794,City,Black locust,Mature (31-80),10
592796,City,Black locust,Mature (31-80),10
592880,City,Oak,Mature (31-80),10
592881,City,Oak,Mature (31-80),10
592886,City,Cherry,Mature (31-80),10
592907,City,Elm,Mature (31-80),10
592918,City,Elm,Mature (31-80),10
592987,City,Elm,Mature (31-80),10
593029,City,Alder,Mature (31-80),10
593075,City,Cherry,Mature (31-80),10
593089,City,Other,Mature (31-80),10
593102,City,Birch,Mature (31-80),10
593135,City,Maple,Mature (31-80),10
593164,City,Other,Mature (31-80),10
593263,City,Hazel,Mature (31-80),10
593283,City,Horse chestnut,Mature (31-80),10
593306,City,Alder,Mature (31-80),10
593342,City,Other,Mature (31-80),10
593372,City,Beech,Mature (31-80),10
593401,City,Plane,Mature (31-80),10
593412,City,Other,Mature (31-80),10
593456,City,Plane,Mature (31-80),10
593480,City,Other,Mature (31-80),10
593481,City,Cypress,Mature (31-80),10
593680,City,Alder,Mature (31-80),10
593713,City,Other,Mature (31-80),10
593745,City,Plane,Mature (31-80),10
593913,City,Lime,Mature (31-80),10
593930,City,Oak,Mature (31-80),10
594001,City,Ash,Mature (31-80),10
594028,City,Maple,Mature (31-80),10
594029,City,Maple,Mature (31-80),10
594031,City,Oak,Mature (31-80),10
594034,City,Oak,Mature (31-80),10
594103,City,Alder,Mature (31-80),10
594123,City,Birch,Mature (31-80),10
594144,City,Birch,Mature (31-80),10
594153,City,Hazel,Mature (31-80),10
594177,City,Oak,Mature (31-80),10
594179,City,Other,Mature (31-80),10
594183,City,Birch,Mature (31-80),10
594193,City,Oak,Mature (31-80),10
594214,City,Plane,Mature (31-80),10
594221,City,Oak,Mature (31-80),10
594227,City,Oak,Mature (31-80),10
594229,City,Other,Mature (31-80),10
606609,Camden,Maple,Mature (31-80),10
606754,Camden,Maple,Mature (31-80),10
606759,Camden,Maple,Mature (31-80),10
606761,Camden,Maple,Mature (31-80),10
606853,Camden,Maple,Mature (31-80),10
606858,Camden,Maple,Mature (31-80),10
606878,Camden,Maple,Mature (31-80),10
606924,Camden,Maple,Mature (31-80),10
606939,Camden,Maple,Mature (31-80),10
606943,Camden,Maple,Mature (31-80),10
606951,Camden,Maple,Mature (31-80),10
606985,Camden,Maple,Mature (31-80),10
606995,Camden,Maple,Mature (31-80),10
607020,Camden,Maple,Mature (31-80),10
607023,Camden,Maple,Mature (31-80),10
607025,Camden,Maple,Mature (31-80),10
607026,Camden,Maple,Mature (31-80),10
607035,Camden,Maple,Mature (31-80),10
607121,Camden,Sycamore,Mature (31-80),10
607136,Camden,Sycamore,Mature (31-80),10
607214,Camden,Sycamore,Mature (31-80),10
607242,Camden,Sycamore,Mature (31-80),10
607271,Camden,Sycamore,Mature (31-80),10
607303,Camden,Maple,Mature (31-80),10
607315,Camden,Maple,Mature (31-80),10
607316,Camden,Maple,Mature (31-80),10
607335,Camden,Maple,Mature (31-80),10
607340,Camden,Maple,Mature (31-80),10
607402,Camden,Horse chestnut,Mature (31-80),10
607406,Camden,Horse chestnut,Mature (31-80),10
607419,Camden,Horse chestnut,Mature (31-80),10
607435,Camden,Other,Mature (31-80),10
607696,Camden,Birch,Mature (31-80),10
607739,Camden,Birch,Mature (31-80),10
607757,Camden,Birch,Mature (31-80),10
607760,Camden,Birch,Mature (31-80),10
607766,Camden,Birch,Mature (31-80),10
607802,Camden,Birch,Mature (31-80),10
607840,Camden,Birch,Mature (31-80),10
607860,Camden,Birch,Mature (31-80),10
607867,Camden,Birch,Mature (31-80),10
607910,Camden,Birch,Mature (31-80),10
607912,Camden,Birch,Mature (31-80),10
607918,Camden,Birch,Mature (31-80),10
608005,Camden,Birch,Mature (31-80),10
608079,Camden,Hornbeam,Mature (31-80),10
608106,Camden,Hornbeam,Mature (31-80),10
608123,Camden,Hornbeam,Mature (31-80),10
608138,Camden,Hornbeam,Mature (31-80),10
608142,Camden,Hornbeam,Mature (31-80),10
608158,Camden,Hornbeam,Mature (31-80),10
608381,Camden,Hawthorn,Mature (31-80),10
608607,Camden,Beech,Mature (31-80),10
608657,Camden,Ash,Mature (31-80),10
608690,Camden,Ash,Mature (31-80),10
608781,Camden,Ash,Mature (31-80),10
608794,Camden,Ash,Mature (31-80),10
608808,Camden,Ash,Mature (31-80),10
608874,Camden,Ash,Mature (31-80),10
608907,Camden,Other,Mature (31-80),10
609017,Camden,Other,Mature (31-80),10
609018,Camden,Other,Mature (31-80),10
609065,Camden,Other,Mature (31-80),10
609274,Camden,Apple,Mature (31-80),10
609434,Camden,Plane,Mature (31-80),10
609467,Camden,Plane,Mature (31-80),10
609476,Camden,Plane,Mature (31-80),10
609477,Camden,Plane,Mature (31-80),10
609559,Camden,Plane,Mature (31-80),10
609576,Camden,Plane,Mature (31-80),10
609645,Camden,Plane,Mature (31-80),10
609657,Camden,Plane,Mature (31-80),10
609662,Camden,Plane,Mature (31-80),10
609671,Camden,Plane,Mature (31-80),10
609704,Camden,Plane,Mature (31-80),10
609801,Camden,Plane,Mature (31-80),10
609820,Camden,Plane,Mature (31-80),10
609866,Camden,Plane,Mature (31-80),10
609876,Camden,Plane,Mature (31-80),10
609894,Camden,Plane,Mature (31-80),10
609908,Camden,Plane,Mature (31-80),10
609911,Camden,Plane,Mature (31-80),10
609921,Camden,Plane,Mature (31-80),10
609930,Camden,Plane,Mature (31-80),10
610020,Camden,Plane,Mature (31-80),10
610074,Camden,Plane,Mature (31-80),10
610106,Camden,Plane,Mature (31-80),10
610114,Camden,Plane,Mature (31-80),10
610158,Camden,Plane,Mature (31-80),10
610218,Camden,Cherry,Mature (31-80),10
610228,Camden,Cherry,Mature (31-80),10
610249,Camden,Cherry,Mature (31-80),10
610257,Camden,Cherry,Mature (31-80),10
610287,Camden,Cherry,Mature (31-80),10
610289,Camden,Cherry,Mature (31-80),10
610313,Camden,Cherry,Mature (31-80),10
610335,Camden,Cherry,Mature (31-80),10
610341,Camden,Cherry,Mature (31-80),10
610554,Camden,Cherry,Mature (31-80),10
610587,Camden,Cherry,Mature (31-80),10
610628,Camden,Cherry,Mature (31-80),10
610633,Camden,Cherry,Mature (31-80),10
610635,Camden,Cherry,Mature (31-80),10
610742,Camden,Cherry,Mature (31-80),10
610755,Camden,Cherry,Mature (31-80),10
610795,Camden,Cherry,Mature (31-80),10
610801,Camden,Cherry,Mature (31-80),10
610917,Camden,Pear,Mature (31-80),10
610945,Camden,Pear,Mature (31-80),10
610998,Camden,Oak,Mature (31-80),10
611025,Camden,Black locust,Mature (31-80),10
611032,Camden,Black locust,Mature (31-80),10
611109,Camden,Willow,Mature (31-80),10
611123,Camden,Willow,Mature (31-80),10
611137,Camden,Willow,Mature (31-80),10
611249,Camden,Whitebeam,Mature (31-80),10
611258,Camden,Whitebeam,Mature (31-80),10
611269,Camden,Whitebeam,Mature (31-80),10
611270,Camden,Whitebeam,Mature (31-80),10
611305,Camden,Whitebeam,Mature (31-80),10
611310,Camden,Whitebeam,Mature (31-80),10
611311,Camden,Whitebeam,Mature (31-80),10
611476,Camden,Whitebeam,Mature (31-80),10
611478,Camden,Whitebeam,Mature (31-80),10
611510,Camden,Whitebeam,Mature (31-80),10
611572,Camden,Lime,Mature (31-80),10
611627,Camden,Lime,Mature (31-80),10
611658,Camden,Lime,Mature (31-80),10
611859,Camden,Lime,Mature (31-80),10
611889,Camden,Lime,Mature (31-80),10
611965,Camden,Lime,Mature (31-80),10
611986,Camden,Lime,Mature (31-80),10
612075,Camden,Lime,Mature (31-80),10
612078,Camden,Lime,Mature (31-80),10
612091,Camden,Lime,Mature (31-80),10
612112,Camden,Lime,Mature (31-80),10
612142,Camden,Elm,Mature (31-80),10
617416,Tower Hamlets,Lime,Mature (31-80),10
617525,Tower Hamlets,Ash,Mature (31-80),10
617528,Tower Hamlets,Maple,Mature (31-80),10
617536,Tower Hamlets,Maple,Mature (31-80),10
617537,Tower Hamlets,Maple,Mature (31-80),10
617538,Tower Hamlets,Maple,Mature (31-80),10
618504,Tower Hamlets,Rowan,Mature (31-80),10
618525,Tower Hamlets,Rowan,Mature (31-80),10
618634,Tower Hamlets,Plane,Mature (31-80),10
618637,Tower Hamlets,Plane,Mature (31-80),10
618639,Tower Hamlets,Plane,Mature (31-80),10
618912,Tower Hamlets,Plane,Mature (31-80),10
618975,Tower Hamlets,Lime,Mature (31-80),10
619032,Tower Hamlets,Apple,Mature (31-80),10
619037,Tower Hamlets,Whitebeam,Mature (31-80),10
619222,Tower Hamlets,Cherry,Mature (31-80),10
619223,Tower Hamlets,Cherry,Mature (31-80),10
619228,Tower Hamlets,Cherry,Mature (31-80),10
619346,Tower Hamlets,Hornbeam,Mature (31-80),10
619349,Tower Hamlets,Hornbeam,Mature (31-80),10
619350,Tower Hamlets,Hornbeam,Mature (31-80),10
619919,Tower Hamlets,Plane,Mature (31-80),10
619920,Tower Hamlets,Plane,Mature (31-80),10
619923,Tower Hamlets,Plane,Mature (31-80),10
619986,Tower Hamlets,Cherry,Mature (31-80),10
619989,Tower Hamlets,Cherry,Mature (31-80),10
620353,Tower Hamlets,Plane,Mature (31-80),10
620354,Tower Hamlets,Plane,Mature (31-80),10
620804,Tower Hamlets,Plane,Mature (31-80),10
621073,Tower Hamlets,Birch,Mature (31-80),10
407147,Sutton,Ash,Mature (31-80),10.1
408519,Sutton,Maple,Mature (31-80),10.1
409434,Greenwich,Lime,Mature (31-80),10.1
411265,Sutton,Lime,Mature (31-80),10.1
413081,Merton,Oak,Mature (31-80),10.1
413209,Croydon,Maple,Mature (31-80),10.1
416962,Sutton,Lime,Mature (31-80),10.1
418179,Sutton,Maple,Mature (31-80),10.1
418228,Kingston upon Thames,Maple,Mature (31-80),10.1
418790,Bromley,Lime,Mature (31-80),10.1
418909,Bromley,Apple,Mature (31-80),10.1
419266,Kingston upon Thames,Ash,Mature (31-80),10.1
421289,Greenwich,Lime,Mature (31-80),10.1
421401,Greenwich,Plane,Mature (31-80),10.1
421504,Bromley,Lime,Mature (31-80),10.1
421582,Bromley,Maple,Mature (31-80),10.1
421586,Croydon,Horse chestnut,Mature (31-80),10.1
422287,Sutton,Willow,Mature (31-80),10.1
422355,Merton,Maple,Mature (31-80),10.1
422364,Croydon,Lime,Mature (31-80),10.1
423630,Kingston upon Thames,Cherry,Mature (31-80),10.1
423712,Sutton,Other,Mature (31-80),10.1
425303,Croydon,Lime,Mature (31-80),10.1
426622,Bromley,Maple,Mature (31-80),10.1
428164,Kingston upon Thames,Oak,Mature (31-80),10.1
428175,Greenwich,Pine,Mature (31-80),10.1
428230,Greenwich,Plane,Mature (31-80),10.1
429809,Kingston upon Thames,Oak,Mature (31-80),10.1
617784,Tower Hamlets,Cherry,Mature (31-80),10.1
407115,Sutton,Ash,Mature (31-80),10.2
408243,Richmond,Plane,Mature (31-80),10.2
409345,Lewisham,Apple,Mature (31-80),10.2
411231,Kingston upon Thames,Oak,Mature (31-80),10.2
411454,Richmond,Lime,Mature (31-80),10.2
411459,Richmond,Lime,Mature (31-80),10.2
411481,Kingston upon Thames,Whitebeam,Mature (31-80),10.2
411497,Croydon,Whitebeam,Mature (31-80),10.2
411627,Richmond,Horse chestnut,Mature (31-80),10.2
411729,Merton,Cherry,Mature (31-80),10.2
413072,Richmond,Maple,Mature (31-80),10.2
413210,Sutton,Maple,Mature (31-80),10.2
414860,Merton,Alder,Mature (31-80),10.2
414875,Sutton,Sycamore,Mature (31-80),10.2
415152,Sutton,Birch,Mature (31-80),10.2
417274,Croydon,Pear,Mature (31-80),10.2
418111,Croydon,Maple,Mature (31-80),10.2
418256,Merton,Maple,Mature (31-80),10.2
418933,Richmond,Plane,Mature (31-80),10.2
419425,Croydon,Maple,Mature (31-80),10.2
421472,Greenwich,Plane,Mature (31-80),10.2
421489,Bromley,Lime,Mature (31-80),10.2
421565,Merton,Black locust,Mature (31-80),10.2
421610,Sutton,Maple,Mature (31-80),10.2
421639,Sutton,Other,Mature (31-80),10.2
422378,Richmond,Plane,Mature (31-80),10.2
423391,Croydon,Sycamore,Mature (31-80),10.2
423417,Sutton,Ash,Mature (31-80),10.2
424992,Lewisham,Plane,Mature (31-80),10.2
428323,Lewisham,Maple,Mature (31-80),10.2
428345,Lewisham,Maple,Mature (31-80),10.2
408543,Croydon,Lime,Mature (31-80),10.3
413076,Richmond,Other,Mature (31-80),10.3
413172,Croydon,Pear,Mature (31-80),10.3
419100,Greenwich,Lime,Mature (31-80),10.3
419161,Greenwich,Black locust,Mature (31-80),10.3
419407,Croydon,Birch,Mature (31-80),10.3
421012,Greenwich,Plane,Mature (31-80),10.3
421354,Greenwich,Lime,Mature (31-80),10.3
421391,Greenwich,Plane,Mature (31-80),10.3
421393,Greenwich,Maple,Mature (31-80),10.3
421399,Greenwich,Maple,Mature (31-80),10.3
423266,Sutton,Cherry,Mature (31-80),10.3
423307,Sutton,Cherry,Mature (31-80),10.3
423715,Sutton,Maple,Mature (31-80),10.3
428320,Greenwich,Black locust,Mature (31-80),10.3
429725,Sutton,Oak,Mature (31-80),10.3
429815,Merton,Cherry,Mature (31-80),10.3
429973,Richmond,Lime,Mature (31-80),10.3
431940,Richmond,Lime,Mature (31-80),10.3
408188,Richmond,Lime,Mature (31-80),10.4
408434,Kingston upon Thames,Hornbeam,Mature (31-80),10.4
409661,Richmond,Maple,Mature (31-80),10.4
417176,Richmond,Plane,Mature (31-80),10.4
417201,Sutton,Ash,Mature (31-80),10.4
418313,Richmond,Horse chestnut,Mature (31-80),10.4
418997,Greenwich,Maple,Mature (31-80),10.4
419417,Sutton,Black locust,Mature (31-80),10.4
422215,Sutton,Apple,Mature (31-80),10.4
422570,Croydon,Lime,Mature (31-80),10.4
422617,Sutton,Maple,Mature (31-80),10.4
422656,Sutton,Apple,Mature (31-80),10.4
423642,Kingston upon Thames,Oak,Mature (31-80),10.4
423718,Sutton,Maple,Mature (31-80),10.4
425255,Greenwich,Plane,Mature (31-80),10.4
426880,Croydon,Lime,Mature (31-80),10.4
428384,Greenwich,Maple,Mature (31-80),10.4
431242,Croydon,Plane,Mature (31-80),10.4
431938,Richmond,Maple,Mature (31-80),10.4
432525,Croydon,Plane,Mature (31-80),10.4
408439,Richmond,Maple,Mature (31-80),10.5
408951,Lewisham,Plane,Mature (31-80),10.5
409748,Richmond,Plane,Mature (31-80),10.5
409766,Sutton,Ash,Mature (31-80),10.5
410067,Richmond,Lime,Mature (31-80),10.5
411453,Richmond,Horse chestnut,Mature (31-80),10.5
413157,Sutton,Maple,Mature (31-80),10.5
413333,Richmond,Maple,Mature (31-80),10.5
413357,Kingston upon Thames,Maple,Mature (31-80),10.5
413662,Enfield,Horse chestnut,Mature (31-80),10.5
413787,Enfield,Maple,Mature (31-80),10.5
417063,Greenwich,Plane,Mature (31-80),10.5
417099,Havering,Oak,Mature (31-80),10.5
418107,Bromley,Birch,Mature (31-80),10.5
419276,Richmond,Maple,Mature (31-80),10.5
420024,Enfield,Maple,Mature (31-80),10.5
420097,Enfield,Horse chestnut,Mature (31-80),10.5
421344,Bexley,Birch,Mature (31-80),10.5
421440,Greenwich,Alder,Mature (31-80),10.5
421488,Bromley,Lime,Mature (31-80),10.5
421515,Lewisham,Other,Mature (31-80),10.5
421579,Bromley,Maple,Mature (31-80),10.5
423406,Croydon,Apple,Mature (31-80),10.5
423552,Kingston upon Thames,Oak,Mature (31-80),10.5
423669,Merton,Alder,Mature (31-80),10.5
423764,Havering,Oak,Mature (31-80),10.5
424744,Haringey,Cherry,Mature (31-80),10.5
425185,Greenwich,Plane,Mature (31-80),10.5
426219,Enfield,Maple,Mature (31-80),10.5
426507,Greenwich,Plane,Mature (31-80),10.5
426603,Bromley,Maple,Mature (31-80),10.5
427213,Havering,Oak,Mature (31-80),10.5
428119,Greenwich,Plane,Mature (31-80),10.5
429862,Kingston upon Thames,Ash,Mature (31-80),10.5
432206,Sutton,Other,Mature (31-80),10.5
408508,Sutton,Ash,Mature (31-80),10.6
409036,Bromley,Maple,Mature (31-80),10.6
409953,Croydon,Maple,Mature (31-80),10.6
411267,Croydon,Sycamore,Mature (31-80),10.6
411325,Croydon,Lime,Mature (31-80),10.6
411658,Richmond,Lime,Mature (31-80),10.6
413198,Croydon,Lime,Mature (31-80),10.6
413383,Sutton,Maple,Mature (31-80),10.6
413509,Kingston upon Thames,Hornbeam,Mature (31-80),10.6
417016,Bromley,Maple,Mature (31-80),10.6
417069,Greenwich,Plane,Mature (31-80),10.6
417137,Richmond,Horse chestnut,Mature (31-80),10.6
418961,Richmond,Plane,Mature (31-80),10.6
418987,Greenwich,Plane,Mature (31-80),10.6
419272,Kingston upon Thames,Sycamore,Mature (31-80),10.6
419313,Croydon,Plane,Mature (31-80),10.6
421397,Greenwich,Plane,Mature (31-80),10.6
421456,Bexley,Cherry,Mature (31-80),10.6
421623,Croydon,Lime,Mature (31-80),10.6
422292,Richmond,Birch,Mature (31-80),10.6
422536,Sutton,Black locust,Mature (31-80),10.6
422654,Sutton,Plane,Mature (31-80),10.6
423231,Sutton,Maple,Mature (31-80),10.6
423588,Kingston upon Thames,Maple,Mature (31-80),10.6
423710,Merton,Maple,Mature (31-80),10.6
424971,Greenwich,Black locust,Mature (31-80),10.6
425215,Greenwich,Plane,Mature (31-80),10.6
426511,Greenwich,Maple,Mature (31-80),10.6
428166,Kingston upon Thames,Oak,Mature (31-80),10.6
429727,Sutton,Cherry,Mature (31-80),10.6
431974,Richmond,Plane,Mature (31-80),10.6
432325,Sutton,Maple,Mature (31-80),10.6
408139,Sutton,Sycamore,Mature (31-80),10.7
408191,Richmond,Ash,Mature (31-80),10.7
409867,Kingston upon Thames,Black locust,Mature (31-80),10.7
411254,Merton,Maple,Mature (31-80),10.7
411322,Croydon,Cherry,Mature (31-80),10.7
413155,Sutton,Pear,Mature (31-80),10.7
413226,Croydon,Whitebeam,Mature (31-80),10.7
413520,Richmond,Horse chestnut,Mature (31-80),10.7
417015,Bromley,Maple,Mature (31-80),10.7
417064,Greenwich,Plane,Mature (31-80),10.7
417076,Bexley,Cherry,Mature (31-80),10.7
417883,Kingston upon Thames,Oak,Mature (31-80),10.7
417893,Sutton,Ash,Mature (31-80),10.7
418206,Sutton,Elm,Mature (31-80),10.7
419345,Croydon,Plane,Mature (31-80),10.7
421471,Greenwich,Plane,Mature (31-80),10.7
422212,Merton,Birch,Mature (31-80),10.7
422611,Sutton,Ash,Mature (31-80),10.7
423518,Lewisham,Black locust,Mature (31-80),10.7
423578,Sutton,Lime,Mature (31-80),10.7
425128,Bexley,Cherry,Mature (31-80),10.7
425173,Bexley,Plane,Mature (31-80),10.7
426688,Greenwich,Black locust,Mature (31-80),10.7
426890,Croydon,Beech,Mature (31-80),10.7
428369,Sutton,Cherry,Mature (31-80),10.7
429755,Kingston upon Thames,Maple,Mature (31-80),10.7
429847,Richmond,Horse chestnut,Mature (31-80),10.7
430012,Sutton,Ash,Mature (31-80),10.7
431289,Croydon,Plane,Mature (31-80),10.7
431939,Richmond,Maple,Mature (31-80),10.7
408155,Richmond,Plane,Mature (31-80),10.8
408232,Kingston upon Thames,Oak,Mature (31-80),10.8
408367,Sutton,Lime,Mature (31-80),10.8
408448,Richmond,Lime,Mature (31-80),10.8
408498,Richmond,Black locust,Mature (31-80),10.8
409356,Greenwich,Maple,Mature (31-80),10.8
409759,Croydon,Maple,Mature (31-80),10.8
410110,Croydon,Lime,Mature (31-80),10.8
410160,Kingston upon Thames,Maple,Mature (31-80),10.8
411281,Kingston upon Thames,Oak,Mature (31-80),10.8
411388,Richmond,Lime,Mature (31-80),10.8
411656,Richmond,Lime,Mature (31-80),10.8
416859,Merton,Oak,Mature (31-80),10.8
418134,Richmond,Plane,Mature (31-80),10.8
418841,Greenwich,Maple,Mature (31-80),10.8
419045,Lewisham,Black locust,Mature (31-80),10.8
419053,Greenwich,Lime,Mature (31-80),10.8
419098,Bromley,Oak,Mature (31-80),10.8
421429,Bromley,Lime,Mature (31-80),10.8
421441,Bromley,Lime,Mature (31-80),10.8
421535,Sutton,Plane,Mature (31-80),10.8
422509,Richmond,Lime,Mature (31-80),10.8
422538,Merton,Plane,Mature (31-80),10.8
422549,Kingston upon Thames,Oak,Mature (31-80),10.8
423301,Sutton,Plane,Mature (31-80),10.8
423450,Richmond,Plane,Mature (31-80),10.8
425018,Greenwich,Plane,Mature (31-80),10.8
425259,Greenwich,Plane,Mature (31-80),10.8
426489,Bromley,Lime,Mature (31-80),10.8
426516,Greenwich,Plane,Mature (31-80),10.8
426768,Greenwich,Plane,Mature (31-80),10.8
426783,Lewisham,Other,Mature (31-80),10.8
426832,Lewisham,Pear,Mature (31-80),10.8
428435,Croydon,Lime,Mature (31-80),10.8
429602,Sutton,Ash,Mature (31-80),10.8
432318,Sutton,Oak,Mature (31-80),10.8
408433,Kingston upon Thames,Hornbeam,Mature (31-80),10.9
408474,Bromley,Maple,Mature (31-80),10.9
410148,Kingston upon Thames,Lime,Mature (31-80),10.9
411529,Kingston upon Thames,Maple,Mature (31-80),10.9
411612,Sutton,Pear,Mature (31-80),10.9
413073,Richmond,Lime,Mature (31-80),10.9
413202,Croydon,Maple,Mature (31-80),10.9
413392,Croydon,Black locust,Mature (31-80),10.9
413428,Sutton,Pear,Mature (31-80),10.9
414861,Richmond,Maple,Mature (31-80),10.9
416929,Croydon,Lime,Mature (31-80),10.9
416982,Bromley,Hornbeam,Mature (31-80),10.9
417075,Bexley,Birch,Mature (31-80),10.9
417952,Kingston upon Thames,Black locust,Mature (31-80),10.9
418771,Bexley,Hornbeam,Mature (31-80),10.9
419127,Bromley,Horse chestnut,Mature (31-80),10.9
420915,Croydon,Plane,Mature (31-80),10.9
421593,Croydon,Lime,Mature (31-80),10.9
423384,Sutton,Plane,Mature (31-80),10.9
423416,Sutton,Lime,Mature (31-80),10.9
423528,Merton,Hornbeam,Mature (31-80),10.9
425020,Greenwich,Lime,Mature (31-80),10.9
426575,Greenwich,Plane,Mature (31-80),10.9
426599,Bromley,Other,Mature (31-80),10.9
428250,Croydon,Maple,Mature (31-80),10.9
428374,Greenwich,Plane,Mature (31-80),10.9
428401,Greenwich,Plane,Mature (31-80),10.9
432165,Richmond,Ash,Mature (31-80),10.9
405672,Hillingdon,Ash,Mature (31-80),11
405714,Hounslow,Lime,Mature (31-80),11
406662,Redbridge,Elm,Mature (31-80),11
406672,Hounslow,Other,Mature (31-80),11
407003,Hounslow,Other,Mature (31-80),11
407073,Waltham Forest,Alder,Mature (31-80),11
407338,Hillingdon,Maple,Mature (31-80),11
407376,Hounslow,Whitebeam,Mature (31-80),11
407390,Hounslow,Sycamore,Mature (31-80),11
407488,Hounslow,Lime,Mature (31-80),11
407498,Barnet,Pear,Mature (31-80),11
407557,Hounslow,Lime,Mature (31-80),11
407558,Hounslow,Lime,Mature (31-80),11
407604,Barnet,Maple,Mature (31-80),11
407621,Westminster,Other,Mature (31-80),11
407790,Hillingdon,Sycamore,Mature (31-80),11
408130,Croydon,Maple,Mature (31-80),11
408136,Sutton,Lime,Mature (31-80),11
408158,Richmond,Plane,Mature (31-80),11
408185,Richmond,Black locust,Mature (31-80),11
408438,Richmond,Lime,Mature (31-80),11
408540,Croydon,Plane,Mature (31-80),11
408679,Camden,Plane,Mature (31-80),11
408871,Hillingdon,Maple,Mature (31-80),11
409032,Bromley,Other,Mature (31-80),11
409073,Bromley,Ash,Mature (31-80),11
409269,Hounslow,Other,Mature (31-80),11
409303,Hounslow,Other,Mature (31-80),11
409308,Hounslow,Other,Mature (31-80),11
409311,Hounslow,Other,Mature (31-80),11
409329,Hounslow,Birch,Mature (31-80),11
409364,Hounslow,Other,Mature (31-80),11
409385,Greenwich,Birch,Mature (31-80),11
409417,Greenwich,Maple,Mature (31-80),11
409441,Tower Hamlets,Plane,Mature (31-80),11
409496,Hounslow,Other,Mature (31-80),11
409504,Hounslow,Other,Mature (31-80),11
409535,Westminster,Plane,Mature (31-80),11
409554,Westminster,Plane,Mature (31-80),11
409630,Barnet,Birch,Mature (31-80),11
409868,Richmond,Plane,Mature (31-80),11
410213,Havering,Ash,Mature (31-80),11
410252,Hounslow,Other,Mature (31-80),11
410414,Barnet,Other,Mature (31-80),11
410415,Barnet,Hornbeam,Mature (31-80),11
410501,Newham,Sycamore,Mature (31-80),11
410573,Hounslow,Plane,Mature (31-80),11
410691,Barnet,Birch,Mature (31-80),11
410789,Barnet,Maple,Mature (31-80),11
410875,Barnet,Maple,Mature (31-80),11
410879,Barnet,Maple,Mature (31-80),11
410881,Hounslow,Lime,Mature (31-80),11
411021,Wandsworth,Maple,Mature (31-80),11
411198,Greenwich,Willow,Mature (31-80),11
411272,Croydon,Lime,Mature (31-80),11
411275,Bexley,Other,Mature (31-80),11
411960,Barnet,Birch,Mature (31-80),11
412035,Westminster,Other,Mature (31-80),11
412070,Barnet,Birch,Mature (31-80),11
412075,Westminster,Maple,Mature (31-80),11
412614,Hounslow,Maple,Mature (31-80),11
412794,Hillingdon,Sycamore,Mature (31-80),11
413300,Ealing,Other,Mature (31-80),11
413679,Enfield,Lime,Mature (31-80),11
413708,Enfield,Apple,Mature (31-80),11
414002,Redbridge,Ash,Mature (31-80),11
414130,Hounslow,Other,Mature (31-80),11
414137,Hounslow,Other,Mature (31-80),11
414152,Hounslow,Other,Mature (31-80),11
414202,Havering,Black locust,Mature (31-80),11
414320,Redbridge,Sycamore,Mature (31-80),11
414339,Barking and Dagenham,Oak,Mature (31-80),11
414876,Sutton,Maple,Mature (31-80),11
