objectid,borough,tree_name,age_group,height_m
668375,Newham,Maple,Young (0-15),0.04
665351,Newham,Sycamore,Young (0-15),0.2
681266,Newham,Whitebeam,Young (0-15),0.2
680805,Newham,Ash,Young (0-15),0.5
621731,Newham,Rowan,Young (0-15),1
664333,Newham,Cherry,Young (0-15),1
664428,Newham,Lime,Young (0-15),1
664670,Newham,Hornbeam,Young (0-15),1
664824,Newham,Ash,Young (0-15),1
664982,Newham,Lime,Young (0-15),1
665532,Newham,Cherry,Young (0-15),1
665876,Newham,Rowan,Young (0-15),1
666263,Newham,Alder,Young (0-15),1
665902,Newham,Cherry,Young (0-15),1
666496,Newham,Rowan,Young (0-15),1
667184,Newham,Hornbeam,Young (0-15),1
667186,Newham,Rowan,Young (0-15),1
667308,Newham,Ash,Young (0-15),1
667362,Newham,Apple,Young (0-15),1
667823,Newham,Cherry,Young (0-15),1
667961,Newham,Cherry,Young (0-15),1
668058,Newham,Cherry,Young (0-15),1
669219,Newham,Whitebeam,Young (0-15),1
669422,Newham,Cherry,Young (0-15),1
670588,Newham,Apple,Young (0-15),1
670589,Newham,Cherry,Young (0-15),1
670590,Newham,Maple,Young (0-15),1
671017,Newham,Apple,Young (0-15),1
671182,Newham,Maple,Young (0-15),1
672118,Newham,Other,Young (0-15),1
672126,Newham,Other,Young (0-15),1
672127,Newham,Other,Young (0-15),1
672999,Newham,Rowan,Young (0-15),1
673000,Newham,Rowan,Young (0-15),1
673132,Newham,Sycamore,Young (0-15),1
674598,Newham,Rowan,Young (0-15),1
674737,Newham,Other,Young (0-15),1
674968,Newham,Other,Young (0-15),1
675139,Newham,Cherry,Young (0-15),1
675180,Newham,Hawthorn,Young (0-15),1
675228,Newham,Rowan,Young (0-15),1
675285,Newham,Hawthorn,Young (0-15),1
675835,Newham,Cherry,Young (0-15),1
675963,Newham,Alder,Young (0-15),1
676586,Newham,Maple,Young (0-15),1
676599,Newham,Maple,Young (0-15),1
676710,Newham,Rowan,Young (0-15),1
676735,Newham,Other,Young (0-15),1
676736,Newham,Other,Young (0-15),1
676739,Newham,Sycamore,Young (0-15),1
676758,Newham,Other,Young (0-15),1
676797,Newham,Apple,Young (0-15),1
676862,Newham,Maple,Young (0-15),1
676865,Newham,Hawthorn,Young (0-15),1
677227,Newham,Cherry,Young (0-15),1
677379,Newham,Cherry,Young (0-15),1
677402,Newham,Cherry,Young (0-15),1
677563,Newham,Plane,Young (0-15),1
677819,Newham,Other,Young (0-15),1
677854,Newham,Rowan,Young (0-15),1
677858,Newham,Birch,Young (0-15),1
677881,Newham,Maple,Young (0-15),1
678309,Newham,Rowan,Young (0-15),1
678390,Newham,Cherry,Young (0-15),1
678401,Newham,Maple,Young (0-15),1
679188,Newham,Hawthorn,Young (0-15),1
679842,Newham,Cherry,Young (0-15),1
680638,Newham,Birch,Young (0-15),1
681932,Newham,Birch,Young (0-15),1
682470,Newham,Horse chestnut,Young (0-15),1
682599,Newham,Rowan,Young (0-15),1
684487,Newham,Willow,Young (0-15),1
684858,Newham,Maple,Young (0-15),1
685063,Newham,Rowan,Young (0-15),1
675313,Newham,Whitebeam,Young (0-15),1.1
665421,Newham,Whitebeam,Young (0-15),1.2
667030,Newham,Maple,Young (0-15),1.2
667219,Newham,Whitebeam,Young (0-15),1.3
672965,Newham,Rowan,Young (0-15),1.3
676726,Newham,Whitebeam,Young (0-15),1.3
668272,Newham,Whitebeam,Young (0-15),1.5
668571,Newham,Maple,Young (0-15),1.5
669265,Newham,Other,Young (0-15),1.5
681000,Newham,Plane,Young (0-15),1.5
681001,Newham,Cherry,Young (0-15),1.5
684944,Newham,Pear,Young (0-15),1.7
684969,Newham,Other,Young (0-15),1.7
680425,Newham,Other,Young (0-15),1.8
621713,Newham,Maple,Young (0-15),2
663957,Newham,Whitebeam,Young (0-15),2
664010,Newham,Cherry,Young (0-15),2
664430,Newham,Apple,Young (0-15),2
664601,Newham,Sycamore,Young (0-15),2
664872,Newham,Other,Young (0-15),2
664874,Newham,Other,Young (0-15),2
664875,Newham,Other,Young (0-15),2
664876,Newham,Other,Young (0-15),2
664878,Newham,Other,Young (0-15),2
664879,Newham,Other,Young (0-15),2
665183,Newham,Other,Young (0-15),2
665913,Newham,Maple,Young (0-15),2
666250,Newham,Plane,Young (0-15),2
666471,Newham,Other,Young (0-15),2
666473,Newham,Other,Young (0-15),2
666750,Newham,Apple,Young (0-15),2
667504,Newham,Hornbeam,Young (0-15),2
667769,Newham,Sycamore,Young (0-15),2
667784,Newham,Whitebeam,Young (0-15),2
668133,Newham,Other,Young (0-15),2
668211,Newham,Elm,Young (0-15),2
668383,Newham,Other,Young (0-15),2
668384,Newham,Other,Young (0-15),2
668492,Newham,Other,Young (0-15),2
668966,Newham,Other,Young (0-15),2
668970,Newham,Other,Young (0-15),2
669015,Newham,Pear,Young (0-15),2
669016,Newham,Other,Young (0-15),2
669021,Newham,Other,Young (0-15),2
669027,Newham,Other,Young (0-15),2
669089,Newham,Whitebeam,Young (0-15),2
669138,Newham,Cherry,Young (0-15),2
669283,Newham,Sycamore,Young (0-15),2
669288,Newham,Ash,Young (0-15),2
669318,Newham,Ash,Young (0-15),2
669590,Newham,Whitebeam,Young (0-15),2
669703,Newham,Other,Young (0-15),2
669763,Newham,Apple,Young (0-15),2
669767,Newham,Lime,Young (0-15),2
669929,Newham,Maple,Young (0-15),2
669930,Newham,Whitebeam,Young (0-15),2
669982,Newham,Cherry,Young (0-15),2
669983,Newham,Cherry,Young (0-15),2
669984,Newham,Cherry,Young (0-15),2
669985,Newham,Cherry,Young (0-15),2
670075,Newham,Pine,Young (0-15),2
670336,Newham,Birch,Young (0-15),2
670338,Newham,Birch,Young (0-15),2
670545,Newham,Other,Young (0-15),2
670758,Newham,Cherry,Young (0-15),2
670904,Newham,Apple,Young (0-15),2
671353,Newham,Maple,Young (0-15),2
671578,Newham,Whitebeam,Young (0-15),2
671586,Newham,Whitebeam,Young (0-15),2
672121,Newham,Other,Young (0-15),2
672134,Newham,Other,Young (0-15),2
672369,Newham,Whitebeam,Young (0-15),2
672467,Newham,Other,Young (0-15),2
672698,Newham,Other,Young (0-15),2
673023,Newham,Pear,Young (0-15),2
673033,Newham,Cherry,Young (0-15),2
674485,Newham,Other,Young (0-15),2
674637,Newham,Other,Young (0-15),2
674773,Newham,Pear,Young (0-15),2
674798,Newham,Maple,Young (0-15),2
674845,Newham,Hornbeam,Young (0-15),2
675101,Newham,Other,Young (0-15),2
675322,Newham,Birch,Young (0-15),2
675659,Newham,Other,Young (0-15),2
675742,Newham,Apple,Young (0-15),2
675845,Newham,Birch,Young (0-15),2
675848,Newham,Birch,Young (0-15),2
675849,Newham,Apple,Young (0-15),2
675919,Newham,Ash,Young (0-15),2
675949,Newham,Maple,Young (0-15),2
675954,Newham,Other,Young (0-15),2
675964,Newham,Cherry,Young (0-15),2
675965,Newham,Cherry,Young (0-15),2
676199,Newham,Other,Young (0-15),2
676258,Newham,Cherry,Young (0-15),2
676550,Newham,Other,Young (0-15),2
676558,Newham,Sycamore,Young (0-15),2
676600,Newham,Maple,Young (0-15),2
676706,Newham,Cherry,Young (0-15),2
676771,Newham,Other,Young (0-15),2
676772,Newham,Other,Young (0-15),2
676773,Newham,Other,Young (0-15),2
676807,Newham,Cherry,Young (0-15),2
676964,Newham,Apple,Young (0-15),2
677981,Newham,Other,Young (0-15),2
678171,Newham,Cherry,Young (0-15),2
678215,Newham,Birch,Young (0-15),2
678496,Newham,Cherry,Young (0-15),2
678538,Newham,Apple,Young (0-15),2
678690,Newham,Pear,Young (0-15),2
678763,Newham,Other,Young (0-15),2
678950,Newham,Apple,Young (0-15),2
678971,Newham,Whitebeam,Young (0-15),2
679056,Newham,Other,Young (0-15),2
679291,Newham,Cherry,Young (0-15),2
679292,Newham,Cherry,Young (0-15),2
679293,Newham,Cherry,Young (0-15),2
679380,Newham,Cypress,Young (0-15),2
679390,Newham,Birch,Young (0-15),2
679391,Newham,Birch,Young (0-15),2
679398,Newham,Other,Young (0-15),2
680204,Newham,Cherry,Young (0-15),2
680208,Newham,Cherry,Young (0-15),2
680407,Newham,Other,Young (0-15),2
680572,Newham,Other,Young (0-15),2
680575,Newham,Other,Young (0-15),2
680576,Newham,Other,Young (0-15),2
680577,Newham,Other,Young (0-15),2
680578,Newham,Other,Young (0-15),2
680579,Newham,Other,Young (0-15),2
680580,Newham,Other,Young (0-15),2
680585,Newham,Maple,Young (0-15),2
680588,Newham,Apple,Young (0-15),2
680884,Newham,Cherry,Young (0-15),2
681038,Newham,Whitebeam,Young (0-15),2
681178,Newham,Alder,Young (0-15),2
681179,Newham,Alder,Young (0-15),2
681180,Newham,Alder,Young (0-15),2
681181,Newham,Birch,Young (0-15),2
681182,Newham,Birch,Young (0-15),2
681183,Newham,Birch,Young (0-15),2
681184,Newham,Birch,Young (0-15),2
681185,Newham,Birch,Young (0-15),2
681186,Newham,Birch,Young (0-15),2
681187,Newham,Birch,Young (0-15),2
681188,Newham,Birch,Young (0-15),2
681189,Newham,Alder,Young (0-15),2
681190,Newham,Alder,Young (0-15),2
681833,Newham,Apple,Young (0-15),2
681914,Newham,Other,Young (0-15),2
681916,Newham,Other,Young (0-15),2
681917,Newham,Other,Young (0-15),2
682094,Newham,Other,Young (0-15),2
682218,Newham,Maple,Young (0-15),2
682269,Newham,Other,Young (0-15),2
682271,Newham,Other,Young (0-15),2
682272,Newham,Other,Young (0-15),2
682336,Newham,Other,Young (0-15),2
682429,Newham,Apple,Young (0-15),2
682760,Newham,Apple,Young (0-15),2
682762,Newham,Apple,Young (0-15),2
682787,Newham,Apple,Young (0-15),2
682788,Newham,Apple,Young (0-15),2
682789,Newham,Apple,Young (0-15),2
682791,Newham,Apple,Young (0-15),2
682792,Newham,Apple,Young (0-15),2
682793,Newham,Apple,Young (0-15),2
682794,Newham,Apple,Young (0-15),2
682796,Newham,Apple,Young (0-15),2
682893,Newham,Maple,Young (0-15),2
683030,Newham,Other,Young (0-15),2
683039,Newham,Cherry,Young (0-15),2
683129,Newham,Other,Young (0-15),2
683438,Newham,Apple,Young (0-15),2
683439,Newham,Apple,Young (0-15),2
683594,Newham,Cherry,Young (0-15),2
683696,Newham,Hawthorn,Young (0-15),2
684078,Newham,Maple,Young (0-15),2
684084,Newham,Maple,Young (0-15),2
684085,Newham,Maple,Young (0-15),2
684090,Newham,Maple,Young (0-15),2
685197,Newham,Maple,Young (0-15),2
685217,Newham,Other,Young (0-15),2
621527,Newham,Rowan,Young (0-15),2.5
621643,Newham,Other,Young (0-15),2.5
621697,Newham,Whitebeam,Young (0-15),2.5
663959,Newham,Rowan,Young (0-15),2.5
664005,Newham,Other,Young (0-15),2.5
664327,Newham,Sycamore,Young (0-15),2.5
664490,Newham,Cherry,Young (0-15),2.5
664511,Newham,Hazel,Young (0-15),2.5
664617,Newham,Maple,Young (0-15),2.5
664650,Newham,Apple,Young (0-15),2.5
664652,Newham,Other,Young (0-15),2.5
664721,Newham,Plane,Young (0-15),2.5
664745,Newham,Cherry,Young (0-15),2.5
664746,Newham,Cherry,Young (0-15),2.5
664892,Newham,Sycamore,Young (0-15),2.5
664893,Newham,Sycamore,Young (0-15),2.5
665021,Newham,Rowan,Young (0-15),2.5
665039,Newham,Pear,Young (0-15),2.5
665154,Newham,Apple,Young (0-15),2.5
665177,Newham,Apple,Young (0-15),2.5
665291,Newham,Other,Young (0-15),2.5
665386,Newham,Cherry,Young (0-15),2.5
665445,Newham,Rowan,Young (0-15),2.5
665751,Newham,Other,Young (0-15),2.5
666238,Newham,Maple,Young (0-15),2.5
666436,Newham,Apple,Young (0-15),2.5
666494,Newham,Birch,Young (0-15),2.5
666833,Newham,Lime,Young (0-15),2.5
666835,Newham,Lime,Young (0-15),2.5
666890,Newham,Apple,Young (0-15),2.5
667242,Newham,Apple,Young (0-15),2.5
667444,Newham,Cherry,Young (0-15),2.5
667550,Newham,Birch,Young (0-15),2.5
667727,Newham,Birch,Young (0-15),2.5
667783,Newham,Maple,Young (0-15),2.5
668320,Newham,Apple,Young (0-15),2.5
668343,Newham,Apple,Young (0-15),2.5
668371,Newham,Other,Young (0-15),2.5
668378,Newham,Maple,Young (0-15),2.5
668388,Newham,Other,Young (0-15),2.5
668500,Newham,Other,Young (0-15),2.5
668627,Newham,Other,Young (0-15),2.5
668630,Newham,Whitebeam,Young (0-15),2.5
668701,Newham,Other,Young (0-15),2.5
668703,Newham,Other,Young (0-15),2.5
668746,Newham,Rowan,Young (0-15),2.5
668770,Newham,Rowan,Young (0-15),2.5
668967,Newham,Other,Young (0-15),2.5
669143,Newham,Whitebeam,Young (0-15),2.5
669388,Newham,Other,Young (0-15),2.5
669757,Newham,Whitebeam,Young (0-15),2.5
669770,Newham,Lime,Young (0-15),2.5
669779,Newham,Apple,Young (0-15),2.5
669902,Newham,Cherry,Young (0-15),2.5
669926,Newham,Maple,Young (0-15),2.5
670760,Newham,Plane,Young (0-15),2.5
670961,Newham,Other,Young (0-15),2.5
670988,Newham,Apple,Young (0-15),2.5
671262,Newham,Other,Young (0-15),2.5
671296,Newham,Pear,Young (0-15),2.5
671299,Newham,Other,Young (0-15),2.5
671409,Newham,Birch,Young (0-15),2.5
671581,Newham,Other,Young (0-15),2.5
671591,Newham,Whitebeam,Young (0-15),2.5
671596,Newham,Whitebeam,Young (0-15),2.5
671924,Newham,Sycamore,Young (0-15),2.5
672130,Newham,Maple,Young (0-15),2.5
672248,Newham,Oak,Young (0-15),2.5
672370,Newham,Other,Young (0-15),2.5
672376,Newham,Whitebeam,Young (0-15),2.5
672383,Newham,Other,Young (0-15),2.5
672532,Newham,Whitebeam,Young (0-15),2.5
672539,Newham,Whitebeam,Young (0-15),2.5
672691,Newham,Rowan,Young (0-15),2.5
673028,Newham,Whitebeam,Young (0-15),2.5
673133,Newham,Sycamore,Young (0-15),2.5
673641,Newham,Whitebeam,Young (0-15),2.5
673692,Newham,Lime,Young (0-15),2.5
673997,Newham,Apple,Young (0-15),2.5
674096,Newham,Alder,Young (0-15),2.5
674491,Newham,Other,Young (0-15),2.5
674518,Newham,Sycamore,Young (0-15),2.5
674620,Newham,Elm,Young (0-15),2.5
674771,Newham,Pear,Young (0-15),2.5
674964,Newham,Apple,Young (0-15),2.5
674971,Newham,Other,Young (0-15),2.5
675199,Newham,Other,Young (0-15),2.5
675568,Newham,Whitebeam,Young (0-15),2.5
675658,Newham,Other,Young (0-15),2.5
675729,Newham,Pear,Young (0-15),2.5
675846,Newham,Birch,Young (0-15),2.5
675847,Newham,Birch,Young (0-15),2.5
675851,Newham,Birch,Young (0-15),2.5
675907,Newham,Whitebeam,Young (0-15),2.5
675918,Newham,Ash,Young (0-15),2.5
675944,Newham,Other,Young (0-15),2.5
675956,Newham,Other,Young (0-15),2.5
675970,Newham,Other,Young (0-15),2.5
676001,Newham,Apple,Young (0-15),2.5
676053,Newham,Maple,Young (0-15),2.5
676070,Newham,Pear,Young (0-15),2.5
676104,Newham,Other,Young (0-15),2.5
676111,Newham,Birch,Young (0-15),2.5
676200,Newham,Maple,Young (0-15),2.5
676302,Newham,Other,Young (0-15),2.5
676519,Newham,Other,Young (0-15),2.5
676544,Newham,Other,Young (0-15),2.5
676548,Newham,Other,Young (0-15),2.5
676552,Newham,Other,Young (0-15),2.5
676553,Newham,Other,Young (0-15),2.5
676554,Newham,Other,Young (0-15),2.5
676555,Newham,Other,Young (0-15),2.5
676573,Newham,Elm,Young (0-15),2.5
676577,Newham,Maple,Young (0-15),2.5
676676,Newham,Maple,Young (0-15),2.5
676682,Newham,Lime,Young (0-15),2.5
676744,Newham,Apple,Young (0-15),2.5
677229,Newham,Cherry,Young (0-15),2.5
677297,Newham,Apple,Young (0-15),2.5
677309,Newham,Apple,Young (0-15),2.5
677337,Newham,Cherry,Young (0-15),2.5
677648,Newham,Other,Young (0-15),2.5
677852,Newham,Whitebeam,Young (0-15),2.5
678167,Newham,Lime,Young (0-15),2.5
678188,Newham,Cherry,Young (0-15),2.5
678190,Newham,Lime,Young (0-15),2.5
678196,Newham,Lime,Young (0-15),2.5
678354,Newham,Whitebeam,Young (0-15),2.5
678386,Newham,Whitebeam,Young (0-15),2.5
678455,Newham,Other,Young (0-15),2.5
678495,Newham,Cherry,Young (0-15),2.5
678981,Newham,Apple,Young (0-15),2.5
679022,Newham,Other,Young (0-15),2.5
679447,Newham,Whitebeam,Young (0-15),2.5
679453,Newham,Other,Young (0-15),2.5
679458,Newham,Maple,Young (0-15),2.5
679459,Newham,Other,Young (0-15),2.5
679654,Newham,Other,Young (0-15),2.5
679655,Newham,Other,Young (0-15),2.5
679937,Newham,Whitebeam,Young (0-15),2.5
680188,Newham,Apple,Young (0-15),2.5
680292,Newham,Cherry,Young (0-15),2.5
680439,Newham,Apple,Young (0-15),2.5
680511,Newham,Other,Young (0-15),2.5
680663,Newham,Other,Young (0-15),2.5
680694,Newham,Rowan,Young (0-15),2.5
680771,Newham,Pear,Young (0-15),2.5
680878,Newham,Apple,Young (0-15),2.5
681102,Newham,Other,Young (0-15),2.5
681104,Newham,Maple,Young (0-15),2.5
681224,Newham,Whitebeam,Young (0-15),2.5
681234,Newham,Maple,Young (0-15),2.5
681235,Newham,Maple,Young (0-15),2.5
681236,Newham,Birch,Young (0-15),2.5
681237,Newham,Birch,Young (0-15),2.5
681238,Newham,Birch,Young (0-15),2.5
681239,Newham,Maple,Young (0-15),2.5
681240,Newham,Pine,Young (0-15),2.5
681241,Newham,Pine,Young (0-15),2.5
681242,Newham,Pine,Young (0-15),2.5
681243,Newham,Oak,Young (0-15),2.5
681830,Newham,Whitebeam,Young (0-15),2.5
681832,Newham,Whitebeam,Young (0-15),2.5
681904,Newham,Birch,Young (0-15),2.5
682012,Newham,Other,Young (0-15),2.5
682210,Newham,Apple,Young (0-15),2.5
682268,Newham,Other,Young (0-15),2.5
682270,Newham,Other,Young (0-15),2.5
682273,Newham,Other,Young (0-15),2.5
682274,Newham,Other,Young (0-15),2.5
682368,Newham,Other,Young (0-15),2.5
682421,Newham,Other,Young (0-15),2.5
682559,Newham,Maple,Young (0-15),2.5
682580,Newham,Hornbeam,Young (0-15),2.5
682593,Newham,Maple,Young (0-15),2.5
682764,Newham,Apple,Young (0-15),2.5
682765,Newham,Other,Young (0-15),2.5
682773,Newham,Other,Young (0-15),2.5
682781,Newham,Other,Young (0-15),2.5
682881,Newham,Hawthorn,Young (0-15),2.5
682882,Newham,Birch,Young (0-15),2.5
682883,Newham,Hawthorn,Young (0-15),2.5
682884,Newham,Maple,Young (0-15),2.5
682885,Newham,Maple,Young (0-15),2.5
682886,Newham,Maple,Young (0-15),2.5
682887,Newham,Hawthorn,Young (0-15),2.5
682888,Newham,Hawthorn,Young (0-15),2.5
682889,Newham,Hawthorn,Young (0-15),2.5
682890,Newham,Cherry,Young (0-15),2.5
683038,Newham,Cherry,Young (0-15),2.5
683154,Newham,Lime,Young (0-15),2.5
683294,Newham,Cherry,Young (0-15),2.5
684297,Newham,Sycamore,Young (0-15),2.5
684298,Newham,Whitebeam,Young (0-15),2.5
684361,Newham,Maple,Young (0-15),2.5
684469,Newham,Other,Young (0-15),2.5
684621,Newham,Pear,Young (0-15),2.5
684796,Newham,Cherry,Young (0-15),2.5
684799,Newham,Birch,Young (0-15),2.5
684891,Newham,Pear,Young (0-15),2.5
684902,Newham,Hazel,Young (0-15),2.5
684906,Newham,Whitebeam,Young (0-15),2.5
684962,Newham,Cherry,Young (0-15),2.5
685028,Newham,Hornbeam,Young (0-15),2.5
685231,Newham,Rowan,Young (0-15),2.5
621485,Newham,Hornbeam,Young (0-15),3
621543,Newham,Birch,Young (0-15),3
621546,Newham,Sycamore,Young (0-15),3
621549,Newham,Sycamore,Young (0-15),3
621689,Newham,Maple,Young (0-15),3
621691,Newham,Whitebeam,Young (0-15),3
621725,Newham,Cherry,Young (0-15),3
621744,Newham,Other,Young (0-15),3
663897,Newham,Hornbeam,Young (0-15),3
663898,Newham,Hornbeam,Young (0-15),3
663956,Newham,Other,Young (0-15),3
663972,Newham,Birch,Young (0-15),3
664014,Newham,Apple,Young (0-15),3
664015,Newham,Cherry,Young (0-15),3
664016,Newham,Apple,Young (0-15),3
664022,Newham,Rowan,Young (0-15),3
664069,Newham,Hawthorn,Young (0-15),3
664234,Newham,Lime,Young (0-15),3
664302,Newham,Apple,Young (0-15),3
664328,Newham,Whitebeam,Young (0-15),3
664329,Newham,Other,Young (0-15),3
664404,Newham,Sycamore,Young (0-15),3
664464,Newham,Other,Young (0-15),3
664493,Newham,Whitebeam,Young (0-15),3
664502,Newham,Birch,Young (0-15),3
664503,Newham,Apple,Young (0-15),3
664506,Newham,Pear,Young (0-15),3
664528,Newham,Apple,Young (0-15),3
664532,Newham,Maple,Young (0-15),3
664541,Newham,Apple,Young (0-15),3
664546,Newham,Apple,Young (0-15),3
664549,Newham,Pear,Young (0-15),3
664551,Newham,Alder,Young (0-15),3
664561,Newham,Sycamore,Young (0-15),3
664587,Newham,Birch,Young (0-15),3
664686,Newham,Maple,Young (0-15),3
664706,Newham,Cherry,Young (0-15),3
664709,Newham,Cherry,Young (0-15),3
664819,Newham,Other,Young (0-15),3
664821,Newham,Other,Young (0-15),3
664828,Newham,Lime,Young (0-15),3
664906,Newham,Sycamore,Young (0-15),3
664937,Newham,Ash,Young (0-15),3
664939,Newham,Hawthorn,Young (0-15),3
665045,Newham,Cherry,Young (0-15),3
665067,Newham,Poplar,Young (0-15),3
665103,Newham,Other,Young (0-15),3
665148,Newham,Birch,Young (0-15),3
665155,Newham,Whitebeam,Young (0-15),3
665156,Newham,Whitebeam,Young (0-15),3
665182,Newham,Sycamore,Young (0-15),3
665309,Newham,Maple,Young (0-15),3
665369,Newham,Ash,Young (0-15),3
665390,Newham,Rowan,Young (0-15),3
665456,Newham,Rowan,Young (0-15),3
665475,Newham,Cherry,Young (0-15),3
665495,Newham,Lime,Young (0-15),3
665600,Newham,Maple,Young (0-15),3
665601,Newham,Lime,Young (0-15),3
665611,Newham,Apple,Young (0-15),3
665613,Newham,Whitebeam,Young (0-15),3
665616,Newham,Whitebeam,Young (0-15),3
665621,Newham,Other,Young (0-15),3
665640,Newham,Birch,Young (0-15),3
665674,Newham,Whitebeam,Young (0-15),3
665723,Newham,Hornbeam,Young (0-15),3
665744,Newham,Cherry,Young (0-15),3
665745,Newham,Apple,Young (0-15),3
665750,Newham,Other,Young (0-15),3
665770,Newham,Rowan,Young (0-15),3
665858,Newham,Cherry,Young (0-15),3
665873,Newham,Maple,Young (0-15),3
665874,Newham,Maple,Young (0-15),3
665975,Newham,Other,Young (0-15),3
666012,Newham,Rowan,Young (0-15),3
666260,Newham,Alder,Young (0-15),3
666267,Newham,Alder,Young (0-15),3
666268,Newham,Alder,Young (0-15),3
666273,Newham,Birch,Young (0-15),3
666284,Newham,Rowan,Young (0-15),3
666329,Newham,Sycamore,Young (0-15),3
666347,Newham,Maple,Young (0-15),3
666435,Newham,Other,Young (0-15),3
666450,Newham,Maple,Young (0-15),3
666500,Newham,Maple,Young (0-15),3
666501,Newham,Whitebeam,Young (0-15),3
666507,Newham,Sycamore,Young (0-15),3
666538,Newham,Lime,Young (0-15),3
666539,Newham,Lime,Young (0-15),3
666540,Newham,Lime,Young (0-15),3
666552,Newham,Other,Young (0-15),3
666553,Newham,Other,Young (0-15),3
666554,Newham,Other,Young (0-15),3
666584,Newham,Hornbeam,Young (0-15),3
666616,Newham,Maple,Young (0-15),3
666638,Newham,Cherry,Young (0-15),3
666641,Newham,Maple,Young (0-15),3
666656,Newham,Cherry,Young (0-15),3
666662,Newham,Cherry,Young (0-15),3
666741,Newham,Birch,Young (0-15),3
666753,Newham,Rowan,Young (0-15),3
666834,Newham,Lime,Young (0-15),3
666836,Newham,Lime,Young (0-15),3
666837,Newham,Lime,Young (0-15),3
666838,Newham,Lime,Young (0-15),3
666839,Newham,Lime,Young (0-15),3
666860,Newham,Birch,Young (0-15),3
666862,Newham,Pear,Young (0-15),3
667021,Newham,Whitebeam,Young (0-15),3
667107,Newham,Cherry,Young (0-15),3
667121,Newham,Sycamore,Young (0-15),3
667143,Newham,Other,Young (0-15),3
667176,Newham,Maple,Young (0-15),3
667180,Newham,Apple,Young (0-15),3
667222,Newham,Cherry,Young (0-15),3
667251,Newham,Birch,Young (0-15),3
667360,Newham,Lime,Young (0-15),3
667377,Newham,Apple,Young (0-15),3
667445,Newham,Cherry,Young (0-15),3
667446,Newham,Cherry,Young (0-15),3
667465,Newham,Maple,Young (0-15),3
667481,Newham,Whitebeam,Young (0-15),3
667570,Newham,Birch,Young (0-15),3
667571,Newham,Birch,Young (0-15),3
667577,Newham,Birch,Young (0-15),3
667629,Newham,Hawthorn,Young (0-15),3
667675,Newham,Maple,Young (0-15),3
667677,Newham,Maple,Young (0-15),3
667735,Newham,Apple,Young (0-15),3
667799,Newham,Birch,Young (0-15),3
667935,Newham,Birch,Young (0-15),3
667936,Newham,Birch,Young (0-15),3
667967,Newham,Birch,Young (0-15),3
667968,Newham,Birch,Young (0-15),3
668020,Newham,Other,Young (0-15),3
668031,Newham,Ash,Young (0-15),3
668054,Newham,Other,Young (0-15),3
668107,Newham,Hazel,Young (0-15),3
668126,Newham,Cherry,Young (0-15),3
668138,Newham,Other,Young (0-15),3
668139,Newham,Hazel,Young (0-15),3
668145,Newham,Hazel,Young (0-15),3
668223,Newham,Elm,Young (0-15),3
668229,Newham,Whitebeam,Young (0-15),3
668281,Newham,Pear,Young (0-15),3
668289,Newham,Apple,Young (0-15),3
668290,Newham,Apple,Young (0-15),3
668303,Newham,Hawthorn,Young (0-15),3
668321,Newham,Rowan,Young (0-15),3
668328,Newham,Rowan,Young (0-15),3
668380,Newham,Cherry,Young (0-15),3
668407,Newham,Other,Young (0-15),3
668414,Newham,Whitebeam,Young (0-15),3
668415,Newham,Other,Young (0-15),3
668419,Newham,Other,Young (0-15),3
668486,Newham,Pear,Young (0-15),3
668493,Newham,Whitebeam,Young (0-15),3
668511,Newham,Other,Young (0-15),3
668579,Newham,Cherry,Young (0-15),3
668597,Newham,Sycamore,Young (0-15),3
668645,Newham,Plane,Young (0-15),3
668682,Newham,Ash,Young (0-15),3
668697,Newham,Lime,Young (0-15),3
668708,Newham,Lime,Young (0-15),3
668731,Newham,Rowan,Young (0-15),3
668739,Newham,Maple,Young (0-15),3
668779,Newham,Cherry,Young (0-15),3
668790,Newham,Other,Young (0-15),3
668830,Newham,Cherry,Young (0-15),3
668835,Newham,Hawthorn,Young (0-15),3
668847,Newham,Maple,Young (0-15),3
668884,Newham,Ash,Young (0-15),3
668895,Newham,Maple,Young (0-15),3
668900,Newham,Maple,Young (0-15),3
668901,Newham,Ash,Young (0-15),3
668910,Newham,Ash,Young (0-15),3
668923,Newham,Cherry,Young (0-15),3
668924,Newham,Cherry,Young (0-15),3
668925,Newham,Cherry,Young (0-15),3
668962,Newham,Maple,Young (0-15),3
668965,Newham,Cherry,Young (0-15),3
668971,Newham,Whitebeam,Young (0-15),3
668998,Newham,Cherry,Young (0-15),3
669011,Newham,Maple,Young (0-15),3
669014,Newham,Apple,Young (0-15),3
669096,Newham,Maple,Young (0-15),3
669108,Newham,Whitebeam,Young (0-15),3
669129,Newham,Cherry,Young (0-15),3
669141,Newham,Rowan,Young (0-15),3
669231,Newham,Pear,Young (0-15),3
669244,Newham,Lime,Young (0-15),3
669267,Newham,Other,Young (0-15),3
669281,Newham,Sycamore,Young (0-15),3
669286,Newham,Ash,Young (0-15),3
669287,Newham,Ash,Young (0-15),3
669293,Newham,Other,Young (0-15),3
669306,Newham,Other,Young (0-15),3
669312,Newham,Sycamore,Young (0-15),3
669314,Newham,Birch,Young (0-15),3
669455,Newham,Plane,Young (0-15),3
669470,Newham,Pear,Young (0-15),3
